ID,magnitude,Cadence,duration,latitude,longitude,Teff,Teff_error,logg,logg_error,Type,var_lc,num_peaks,median_peaks,mad_peaks
648,7.8,1800,27.38,29.92,98.35,7288,288,3.94,0.4, dSct+gDor hybrid,242380.25726047,1,115.830115832978,0
649,16.3,1800,27.38,54.23,124.6,6183,200,-999,-999, RR Lyrae; ab type,247.330884876131,10,113.927291346646,76.5465949820789
650,6.4,1800,27.4,29.91,295.77,6948,200,-999,-999, RR Lyrae; ab type,10728795584.1755,11,117.858057902727,87.3681783232908
651,10.9,1800,27.38,6.02,81.08,6887,200,4.41,0.1, RR Lyrae; ab type;Trans/Eclipse,1884300.53014744,6,72.5010725028641,46.1126126137519
652,11.8,1800,27.38,15.71,40.96,5990,200,-999,-999, RR Lyrae; ab type,64059.977346033,6,62.4243995153802,39.7102125448662
653,16.6,120,27.4,6.05,304.39,16160,130,3.91,0.16, SPB,0.0489751936394844,49,2418.98148148148,446.152777777769
654,13,1800,27.4,39.59,162.14,5115,200,3.04,0.1, Solar-like,0.0299053176719577,8,148.363479758829,35.1175710594319
655,11.5,1800,27.37,7.3,243.23,4579,300,-999,-999, Trans/Eclipse,88297.2223731633,2,25.1556237745052,34.7672038888894
656,5.5,1800,54.77,60.39,81.06,5905,200,3.85,0.1, Solar-like,2104.54542950481,10,152.943439785474,83.1906502506084
657,11.3,1800,27.38,49.42,216.21,2833,250,-999,-999, LPV;SR,213090.256340596,4,73.0143334399705,34.3527319748953
658,13.2,1800,27.38,13.6,333.44,4644,200,3.48,0.1, Solar-like,0.00457871314847946,8,155.504430809271,84.9564161543764
659,7.8,1800,54.77,38.05,330.23,7915,277,3.64,0.4, gDor,32001.8160064328,7,44.3341394085954,25.1597301769125
660,8.9,20,54.8,62.36,225.08,8000,200,-999,-999, Trans/Eclipse,2989.342022388,2287,5945.13939824538,5697.062401798
661,10.8,1800,27.38,50.23,124.57,7181,211,4.07,0.4, gDor,51222.3585045092,4,54.6168288103772,10.7544802867383
662,10.3,1800,82.19,72.15,0,7838,200,-999,-999, Trans/Eclipse,2.10184385236587,31,40.8538309301668,38.773112807464
663,9.9,120,54.8,52.79,270.25,15210,110,4.14,0.14, SPB,8353.97842368592,68,437.931239593448,496.051927197896
664,12.9,20,27.4,43.5,270.25,8000,200,4.18,0.1, Trans/Eclipse,0.492703165045072,856,6264.7249634312,5754.58582318721
665,9.2,1800,54.77,62.93,313.05,6984,244,3.87,0.4, gDor,140668.764279032,10,40.6219507021341,21.5430189639812
666,8.9,1800,54.77,66.35,54.06,6556,200,-999,-999, RR Lyrae; ab type,104226313.746224,9,95.4328561696379,56.8481595095516
667,13.1,1800,27.38,25.1,121.12,6262,200,-999,-999, Trans/Eclipse,1.57510203215056,3,108.806963645673,101.851254480287
668,10.6,1800,27.38,50.73,79.88,6749,200,-999,-999, RR Lyrae; ab type,6234979.59920205,9,109.12698412834,64.5887681167449
669,7.2,120,27.4,26.7,293.07,9885,100,4.15,0.1, SPB,774823.834618511,15,263.351089254428,211.991651298357
670,10.4,1800,27.4,22.54,294.72,6780,186,4.02,0.4, dSct+gDor hybrid,66.1080153105453,8,98.6420702011953,39.5689213420703
671,11.9,1800,27.4,23.04,153.06,6132,300,-999,-999, Trans/Eclipse,64988.562961661,1,1.72265288544358,0
672,6.8,120,27.4,8.44,344.95,16420,140,4,0.15, SPB,2175007.49558498,8,84.912406148058,23.0327136213612
673,12.4,1800,27.4,10.61,281.84,7498,100,-999,-999, dSct,21.6146557285091,3,193.867964811007,40.5185754542799
674,12.4,120,356.2,79.46,351.32,14680,90,4.16,0.13, SPB,599.248811210184,1989,1703.61207902113,1423.37598866682
675,14.9,1800,54.77,55.64,76.54,5600,200,-999,-999, Trans/Eclipse,0.0270311477539968,5,104.538341157117,68.213521126146
676,14.8,1800,27.4,37.18,27.02,6228,300,-999,-999, Trans/Eclipse,275.978917677081,7,35.1837372938812,23.1837372941814
677,10.9,1800,27.38,52.11,167.32,7024,200,-999,-999, RR Lyrae; ab type,7393299.96027632,10,130.832688837329,87.9087393658156
678,11.1,120,27.4,15.03,102.95,33113,100,3.93,0.1, bCep,1173.27391685071,55,311.610602473175,205.895484002009
679,11,120,27.4,37.08,216.41,14554,100,4,0.1, SPB,1795.90637558448,7,129.107223547824,68.5901491181347
680,6.9,1800,27.4,25.76,273.63,5937,200,-999,-999, RR Lyrae;rrd,1202968417.93341,10,71.7396874190511,47.1661542397479
681,16.2,120,356.2,78.07,229.91,13121,100,4.14,0.1, SPB,0.265348254882748,2039,1659.55202467936,1380.27698328602
682,11.4,1800,54.79,62.46,277.78,6766,203,4.33,0.4, dSct+gDor hybrid,0.676179206054728,5,29.3180369660411,17.6387507965779
683,5.6,1800,27.38,6.89,165.89,7498,100,-999,-999, dSct,3229464.2441968,3,197.215777262181,10.8293374581071
684,6.6,1800,27.37,37.99,243.23,6783,194,4.43,0.1, dSct+gDor hybrid;Trans/Eclipse,561273.766864119,6,40.2916346896736,36.6635968282834
685,7.9,120,27.4,29.2,162.15,13930,80,4.35,0.12, SPB,753470.900692095,63,1799.73146040488,2328.20672376931
686,5.4,1800,27.38,54.17,218.83,7270,254,4.06,0.4, dSct+gDor hybrid,18215.2675034702,6,139.023601679058,89.4768832834484
687,15.1,1800,27.38,27.13,84.55,7022,200,-999,-999, RR Lyrae; c type,194.864453246314,4,67.9965679982483,40.0702702712608
688,16.6,120,27.4,25.99,101.26,13930,80,4.35,0.12, SPB,0.0822497070986299,12,90.2256283639662,43.5303723893135
689,7.2,20,27.4,11.83,48.13,8000,200,-999,-999, Trans/Eclipse,20231.0893489343,329,4780.19890875781,4010.10584293942
690,5.6,1800,27.4,28.34,135.12,7362,100,-999,-999, dSct+gDor hybrid,61719048.2997547,3,19.3798449612403,19.7935400516796
691,10.5,20,54.8,50.71,162.15,8000,200,-999,-999, Trans/Eclipse,39.8272395060281,1326,2879.4192053951,3049.10231941011
692,13.9,120,27.4,50.58,79.4,16368,100,4.22,0.1, SPB,11.2858705335558,25,401.424604620163,446.843534960351
693,5.3,1800,82.19,70.35,164.12,6638,177,4.17,0.4, dSct+gDor hybrid,820507.089572342,14,89.3389365756782,62.0843168809925
694,16.9,20,27.4,10.58,265.29,5800,200,-999,-999, Trans/Eclipse,7.18346903125393e-05,12,1147.68571066628,1041.0001746122
695,9.5,1800,27.4,29.52,158.98,5009,200,2.91,0.1, Solar-like,27.7777901684445,8,107.235142118863,27.7748062015503
696,16,1800,356.19,79.27,130.85,8000,200,-999,-999, Trans/Eclipse,3.88886333652058e-05,54,34.4214209526459,32.7605654413179
697,13.5,1800,27.38,10.78,199.22,7516,263,3.83,0.4, dSct,554.50315689555,1,121.339751305403,0
698,12.4,1800,54.77,57.1,216.18,8000,200,4.18,0.1, Trans/Eclipse,4.0634729928045,7,73.2323232318392,77.6016528920498
699,6.7,1800,27.38,45.83,117.56,3475,250,-999,-999, LPV;SR,155988703.189087,1,34.9889059566479,0
700,7.1,120,54.8,59.88,100.64,13121,100,4.14,0.1, SPB,5089318.57417125,51,234.867403970977,240.538708525598
701,5,1800,27.38,37.81,309.46,5493,300,-999,-999, Trans/Eclipse,8574368463.6967,1,38.6100386095616,0
702,12.4,20,27.4,7.83,162.15,6909,200,-999,-999, Trans/Eclipse,1.45691154518047,458,4990.31758333064,4401.28931066649
703,15.1,1800,54.77,62.67,79.62,8455,295,3.87,0.4, dSct,0.00160568923568205,9,165.875764183827,77.6446069005683
704,14.6,1800,27.38,17.58,239.3,6232,200,-999,-999, RR Lyrae; ab type,1990.43209791907,8,90.7964220268267,59.9175557701661
705,14.3,1800,27.38,16.79,119.45,7331,256,3.55,0.4, dSct,0.682745953019601,3,122.887864823349,36.0591397849467
706,7.4,1800,27.38,51.8,349.03,6197,200,-999,-999, RR Lyrae; ab type,1008274845.35649,10,125.894683025039,84.9564161543766
707,9.7,1800,27.38,23.41,297.29,6990,244,4.16,0.4, dSct+gDor hybrid,27285.791817352,4,27.0270270266931,16.2189189187186
708,8.4,120,54.8,45.34,252.61,16634,100,4.15,0.1, SPB,201781.02223614,129,2698.25474583347,806.391355368781
709,14.7,1800,27.38,33.88,108.08,7607,266,3.77,0.4, dSct+gDor hybrid,0.132049512080506,4,25.0965250971452,13.0387387390609
710,8.6,1800,27.4,53.88,288.48,2930,250,-999,-999, LPV;SR,NA,NA,NA,NA
711,11.6,1800,109.58,72.96,110.26,6017,200,-999,-999, RR Lyrae; ab type,1682618.63262168,10,128.837544820765,86.8176436896656
712,12,1800,27.38,9.24,336.75,7177,100,-999,-999, dSct,401.555659672399,1,86.9120654386062,0
713,14.4,1800,54.77,58.46,44.47,7516,100,-999,-999, dSct,0.957257684068685,3,115.001496302705,64.3341028604709
714,6.4,1800,27.4,48.11,0,5661,300,-999,-999, Trans/Eclipse,331043810.408809,6,44.5226305262076,31.2336460768834
715,3.7,1800,54.77,54.26,108.08,5745,200,-999,-999, Trans/Eclipse,49413037.6394876,4,94.2612474443411,71.3760224953251
716,12.5,1800,27.38,41.15,233.04,8000,200,-999,-999, Trans/Eclipse,0.593044020404169,3,169.199267159784,107.851600386299
717,8.8,1800,27.37,8.24,270.23,3438,250,-999,-999, LPV;SR,4727299.90692846,1,38.7993519233893,0
718,6.3,120,54.8,65.66,294.8,15210,110,4.14,0.14, SPB,6337140.69448563,68,437.931239593448,496.051927197896
719,15.5,120,27.4,18.16,27.02,27289,100,4.08,0.1, SPB,2.34883414441285,2,16.4033497366831,8.31986531986533
720,9.8,120,27.4,28.87,243.11,13380,60,4.14,0.12, SPB,NA,NA,NA,NA
721,7.3,1800,27.4,20.76,0,5897,200,-999,-999, Cepheid;dcep,266633371.880604,2,15.2905198776759,15.7428644240571
722,9.6,120,54.8,54.99,270.25,16634,100,4.15,0.1, SPB,21846.1949856657,726,1990.07511642562,1061.23617059893
723,14.2,1800,27.38,7.04,131.07,8290,290,4.05,0.4, dSct+gDor hybrid,30.733092312164,2,117.554190134835,124.941756272401
724,12.1,120,27.4,20.3,87.07,11990,60,4.27,0.09, SPB,643.584407660164,34,190.309638924471,116.928299556696
725,9.9,1800,54.77,40.89,237.67,6299,200,-999,-999, RR Lyrae; ab type,11268249.6923792,9,119.742021150472,71.0118082230762
726,10.9,120,54.8,35.96,339.5,33113,100,3.93,0.1, bCep,1691.43510923365,78,555.562622429139,720.737146049541
727,14.6,1800,27.38,16.61,216.21,7151,200,-999,-999, Trans/Eclipse,0.0598848409942466,1,2.1554046771947,0
728,5.2,1800,27.38,32.74,129.36,6942,300,-999,-999, Trans/Eclipse,20820965366.8605,2,38.615804744837,6.0098566308244
729,15.5,1800,27.38,26.38,340.22,5454,200,3.94,0.1, Solar-like,1.53526000547094e-05,3,112.474437626432,85.9038854795172
730,5.2,20,27.4,34.7,34.06,8000,200,4.18,0.1, Trans/Eclipse,7866801.82899439,455,2685.35465156062,2986.78007803993
731,15.6,1800,27.38,17.6,216.18,4579,300,-999,-999, Trans/Eclipse,52.4933540139954,1,47.6333734463358,0
732,14,120,27.4,28.28,216.2,16160,130,3.91,0.16, SPB,28.133687466344,9,127.493383253476,68.5901491181353
733,7.2,1800,27.4,28.4,288.82,6942,200,-999,-999, RR Lyrae; ab type,2274295126.2915,6,85.1908788101232,54.1302843959522
734,12.3,1800,27.37,20.66,258.65,7497,262,3.95,0.4, dSct,9.02556070166464,1,87.4051334537891,0
735,9.6,120,27.4,49.96,27.03,11990,60,4.27,0.09, SPB,88855.5532731901,27,3387.29172062505,469.112406112406
736,15.3,1800,54.77,44.81,209.01,6028,300,-999,-999, Trans/Eclipse,82.7965044988256,2,8.26972010183169,11.0031806616448
737,8,1800,27.38,14.43,93.66,2914,250,-999,-999, LPV;SR,NA,NA,NA,NA
738,16.2,120,27.4,21.91,351.32,13380,60,4.14,0.12, SPB,0.217728531687881,78,1616.52791253295,1778.88273146896
739,12.8,1800,27.38,37.79,216.21,5291,300,-999,-999, Trans/Eclipse,6751.0891039591,2,56.84879836101,77.0939217576135
740,15.4,20,27.4,10.48,331.35,8000,200,-999,-999, Trans/Eclipse,0.0347606126271617,272,5397.91106258956,2573.9408048848
741,7.9,120,27.4,35.72,252.83,14321,100,4.23,0.1, SPB,1254275.25785838,1,13.6402387040657,0
742,8.7,1800,54.79,60.92,116.89,5662,300,-999,-999, Trans/Eclipse,12821999.4397056,13,36.5832907950714,23.6504594183603
743,14.4,1800,54.77,66.24,216.21,7498,100,-999,-999, gDor,1.01201791845445,1,13.7525489638166,0
744,12.8,20,27.4,46.52,297.27,7717,200,-999,-999, Trans/Eclipse,4.12194770298915,698,4982.79953555529,4693.39818000939
745,5.7,1800,54.77,70.7,27.04,3244,250,-999,-999, LPV;MIRA,112929544793.87,3,23.2995596598417,5.70450173147037
746,16.9,120,27.4,20.16,189.17,14680,90,4.16,0.13, SPB,0.150635817812397,52,472.903885473751,380.845513046353
747,15.8,1800,27.38,23.1,162.16,7348,257,3.53,0.4, dSct+gDor hybrid,NA,NA,NA,NA
748,11.2,1800,27.38,21.78,74.09,6641,200,4.44,0.1, RR Lyrae; ab type;Trans/Eclipse,595480.599743776,10,111.49930987026,75.1403985516581
749,14.9,120,27.4,14.36,62.76,12161,100,4.28,0.1, SPB,2.96419391913785,10,144.87504527645,87.8984063763208
750,13.1,1800,27.38,24.26,211.33,6056,300,-999,-999, Trans/Eclipse,0.296027520728502,1,2.00561572405624,0
751,16.8,20,82.2,68.04,81.07,5818,200,-999,-999, Trans/Eclipse,0.000890006835817514,2001,5829.57040361464,6127.16388271442
752,11.1,1800,27.38,21.64,189.18,7697,269,4.2,0.1, dSct+gDor hybrid;Trans/Eclipse,13.0905340026888,3,207.079823508807,42.3727436829232
753,14.2,1800,27.38,27.41,92.27,4734,200,3.51,0.1, Solar-like,0.000708109018359013,2,87.7305877327557,81.0945945965985
754,10,1800,27.38,26.83,297.29,7142,300,-999,-999, Trans/Eclipse,2880642.62063165,2,25.5255255252102,31.4837837833948
755,10.7,1800,27.38,55.54,170.52,7505,262,3.82,0.4, dSct+gDor hybrid,NA,NA,NA,NA
756,10.3,1800,54.77,47.27,76.98,8643,302,3.85,0.4, dSct+gDor hybrid,NA,NA,NA,NA
757,10,1800,27.4,18.19,162.14,7498,100,-999,-999, dSct,1548.0993337549,1,184.323858742463,0
758,9.4,1800,27.38,25.53,189.86,5544,300,-999,-999, Trans/Eclipse,4956781.37076977,2,34.8475732054772,47.2047232257119
759,12.2,20,27.4,11.03,27.02,7313,200,-999,-999, Trans/Eclipse,0.146374056051512,7,1543.23344961449,1248.11324118738
760,10.4,1800,27.38,44.11,90.07,7466,261,4.22,0.4, dSct+gDor hybrid,8657.32115644256,2,30.4590304597832,15.2648648652421
761,9.2,120,27.4,8.87,77.65,16420,140,4,0.15, SPB,25987.0051673669,33,549.317880006539,519.080043473255
762,8.6,120,27.4,53.53,189.17,13690,70,4.23,0.12, SPB,28702.4314884962,27,259.13228276622,236.309996387785
763,15.4,1800,27.38,31.58,59.46,4814,200,3.09,0.1, Solar-like,0.000271551864281143,9,147.515527952143,60.7518115949576
764,10.4,120,27.4,29.51,5.68,12161,100,4.28,0.1, SPB,13321.1176917687,44,300.42262844218,267.055221751548
765,8.6,1800,27.4,21.24,149.75,7162,203,4.07,0.4, dSct,116468.421561498,1,202.411714039621,0
766,13.7,1800,27.38,42.75,54.06,6354,200,-999,-999, RR Lyrae; c type,5622.7583144327,5,102.225672879117,50.5199275368601
767,15.2,1800,82.19,67.82,299.97,5049,200,2.87,0.1, Solar-like,0.00092731350844849,19,61.2724288218477,50.5613007299687
768,12.1,120,54.8,62.65,124.54,15066,100,3.97,0.1, SPB,175.098090076015,616,1772.57923244894,1066.74908797824
769,13.5,1800,27.4,24.75,158.77,5040,200,3.34,0.1, Solar-like,0.00388705979546652,1,38.3290267011197,0
770,10.3,1800,27.37,26.43,270.23,5085,200,2.93,0.1, Solar-like,5.97109308831736,8,110.642107957357,28.7619595808086
771,5.2,1800,27.38,30.35,328.57,5276,300,-999,-999, Trans/Eclipse,8866461804.62615,1,2.98227675524629,0
772,8.5,1800,27.4,50.1,27.02,4665,200,2.83,0.1, Solar-like,169.111371904272,3,72.9736773502721,47.6554599935958
773,14.2,1800,54.79,57.73,158.15,8000,200,-999,-999, Trans/Eclipse,0.344421048519633,25,69.2041522491349,70.9347686787133
774,16.1,1800,27.4,38.76,135.12,6854,100,4.42,0.1, dSct+gDor hybrid;Trans/Eclipse,0.133389922639584,3,115.848406546081,19.1550387596901
775,15.9,1800,273.98,77.5,173.02,6116,200,4.44,0.1, RR Lyrae; ab type;Trans/Eclipse,212.76188197578,73,63.7508889565413,70.6053794573966
776,16.3,1800,27.38,16.93,216.21,6966,100,-999,-999, dSct,0.168314797613372,3,106.153680351839,13.5813126412377
777,11.8,120,27.4,9.34,351.32,12161,100,4.28,0.1, SPB,913.714687431322,46,291.341062698475,177.635859846936
778,11.9,1800,164.37,76.08,108.1,6626,200,-999,-999, Trans/Eclipse,2.65379617938565,49,53.4106623767718,50.0016086697825
779,15.1,1800,27.38,39.77,42.42,3083,250,-999,-999, LPV;MIRA,733.621410297458,1,34.9922239497979,0
780,14.4,20,27.4,14.47,288.54,6545,200,-999,-999, Trans/Eclipse,0.190730119698833,372,2648.14593501673,2970.62933208226
781,12,120,27.4,20.13,210.84,13121,100,4.14,0.1, SPB,637.736888355184,58,385.189863260813,323.99735353797
782,12.1,20,27.4,38.58,270.25,5252,200,-999,-999, Trans/Eclipse,23.4176162307488,492,4760.70722220817,3980.6389381002
783,11.7,1800,27.38,14.04,37.35,7567,264,4.23,0.1, dSct+gDor hybrid;Trans/Eclipse,73.4705900079925,2,202.393295314572,79.7406687392881
784,15,120,27.4,35.92,119.61,26242,100,3.66,0.1, bCep,0.682819431094828,61,1292.19139276406,1533.14835668626
785,13.4,1800,27.38,46.05,118.33,4850,200,3.41,0.1, Solar-like,0.00468995431385092,1,31.5753541559993,0
786,15.6,1800,27.4,8.84,291.7,6193,300,-999,-999, Trans/Eclipse,NA,NA,NA,NA
787,6.4,1800,54.77,60.41,344.59,5800,200,-999,-999, Trans/Eclipse,138730.648820974,14,89.1435848455908,83.7827125119391
788,8.8,1800,27.38,11.98,216.21,7498,100,-999,-999, dSct,774.004338486614,1,14.5489815710642,0
789,10.1,1800,27.38,17.77,343.04,5695,300,-999,-999, Trans/Eclipse,862920.036231793,5,61.7757327872446,47.3734662570873
790,13.2,1800,27.38,48.98,108.1,7030,100,-999,-999, dSct,12.1222309894042,1,190.305512886158,0
791,11.2,120,27.4,17.41,297.27,16634,100,4.15,0.1, SPB,1081.12914591558,184,2316.3798401682,735.009859650869
792,13.9,1800,54.77,44.61,96.27,7268,254,4.22,0.4, dSct+gDor hybrid,2.06305897077367,7,138.251783893985,29.9114424057074
793,12.4,1800,27.37,35.64,270.23,7967,278,3.88,0.4, dSct+gDor hybrid,12.4070723350144,2,168.414769337789,63.2130979797989
794,9.2,1800,27.38,20.56,41.98,6661,300,-999,-999, Trans/Eclipse,9520832.39649748,1,1.72801105924928,0
795,8,1800,109.58,74,237.24,5582,300,-999,-999, Trans/Eclipse,44353769.6560803,20,24.645423901291,26.4811740761939
796,11.8,1800,27.38,7.05,135.1,6127,300,-999,-999, Trans/Eclipse,67180.5369714182,16,119.68766001024,88.882616487455
797,11.1,1800,82.17,72.88,54.05,5358,300,-999,-999, Trans/Eclipse,158685.502406543,21,38.5585892094229,30.8953814749922
798,10.5,1800,27.38,43.28,228.92,7880,275,3.8,0.4, dSct+gDor hybrid,26561.5995275825,1,222.545532920353,0
799,7.8,120,54.8,65.51,200.41,11776,100,4.26,0.1, SPB,82528.8894483188,34,135.119668335478,75.4177582208671
800,12.2,1800,27.38,33.29,297.29,6150,200,-999,-999, RR Lyrae; ab type,97025.9363077147,5,52.7670527664009,26.0774774771553
801,5.7,1800,164.38,75.04,143.78,6921,200,-999,-999, RR Lyrae; ab type,30587464566.4446,17,59.859503314656,59.0952804987842
802,14.7,120,27.4,10.33,231.92,14092,100,4.23,0.1, SPB,6.94487579146245,9,150.625094139128,67.792589244668
803,10.2,1800,54.77,55.02,184.41,7498,100,-999,-999, dSct,2914.70281612915,3,179.292929291744,8.508953167988
804,12.6,120,27.4,14.12,276.52,13860,70,4.26,0.12, SPB,24.2223289707857,88,2278.17899334766,1550.0702980756
805,14.4,1800,27.38,35.79,94.79,8362,292,3.83,0.4, gDor,0.0374247263242376,5,32.6040326048383,21.6252252257596
806,12.9,1800,54.79,64.89,297.27,7177,200,-999,-999, RR Lyrae; ab type,78662.6307597988,10,109.111791729806,73.4740939250219
807,9,1800,27.37,29.71,243.23,7567,264,4.11,0.4, dSct+gDor hybrid,NA,NA,NA,NA
808,10.9,1800,27.38,23.87,319.9,2887,250,-999,-999, LPV;SR,199154.537744813,1,38.1810381805665,0
809,11.4,120,27.4,31.93,189.69,16420,140,4,0.15, SPB,453.780414945908,57,495.20830826504,364.125466132122
810,9.9,1800,27.38,13.05,34.29,7498,100,-999,-999, dSct,581.9298635667,1,93.3125971994611,0
811,7.5,1800,27.38,23.37,331.54,7555,200,-999,-999, Trans/Eclipse,24885.0805255085,3,19.1717791415748,24.0025562378079
812,5.2,120,27.4,16.42,99.04,17258,100,4.16,0.1, SPB,13698699.3922572,10,155.590988580141,49.2496913893698
813,9.6,1800,27.38,9.8,190.41,4853,200,2.83,0.1, Solar-like,27.4309509325765,8,88.4977938239818,38.6558363423156
814,15.6,120,27.4,51.97,108.1,35481,100,4.03,0.1, hybrid,0.133779622359014,66,505.742124833871,535.400199643118
815,12.7,1800,27.4,50.08,286.33,4820,200,2.91,0.1, Solar-like,0.0899011215799644,9,107.609531128577,27.2234178833434
816,16.3,1800,27.38,48.55,312,7527,263,3.98,0.4, dSct+gDor hybrid,0.0182726499103875,2,106.392106390792,105.581981980677
817,12,1800,82.17,71.21,98.58,5145,200,-999,-999, Trans/Eclipse,0.828503361334845,75,111.007847996696,102.320425444031
818,7.1,1800,82.17,70.96,223.26,7498,100,-999,-999, dSct,637883.010828951,2,202.540409177429,8.69332824682822
819,11.4,1800,27.38,43.12,189.16,6763,213,4.05,0.4, dSct+gDor hybrid,NA,NA,NA,NA
820,7.7,120,27.4,22.86,0,14680,90,4.16,0.13, SPB,3412134.85731991,47,309.7577948627,251.642140637501
821,12.3,1800,27.38,32.92,333.34,8000,200,-999,-999, Trans/Eclipse,NA,NA,NA,NA
822,13.9,1800,27.37,27.43,258.62,5745,300,-999,-999, Trans/Eclipse,0.264502897397986,3,54.148546090884,10.1140956767679
823,5.7,1800,27.38,36.85,230.09,7694,269,4.13,0.4, dSct+gDor hybrid,7495032.36724665,2,194.255846532172,51.5290979623428
824,10.5,1800,27.4,35.05,10.21,5738,200,3.95,0.1, Solar-like,0.143545295877021,1,3.47493701667962,0
825,5.7,1800,54.77,59.17,237.35,4835,300,-999,-999, Trans/Eclipse,64881.8229994879,2,17.7056827821268,24.3641857507849
826,15.2,20,27.4,23.93,294.31,8000,200,4.18,0.1, Trans/Eclipse,0.21731175889447,683,5065.38737316118,4747.18526984367
827,13.1,120,27.4,39.68,124.95,15210,110,4.14,0.14, SPB,23.2137880269996,74,436.631855560917,317.508446805488
828,11.3,1800,27.38,32.44,108.08,4621,200,3.14,0.1, Solar-like,NA,NA,NA,NA
829,12.9,1800,54.77,61.77,27.04,5376,300,-999,-999, Trans/Eclipse,7424.15235415052,1,1.28254456843165,0
830,14,120,27.4,28.04,208.53,28840,100,3.81,0.1, SPB,0.653120971252722,14,129.816752875148,94.3753759158771
831,5.4,1800,27.38,7.89,299.85,7498,100,4.24,0.1, dSct;Trans/Eclipse,21203295.8198318,3,171.600171598052,60.423423422678
832,16.5,1800,27.38,51.29,162.16,8137,284,4.14,0.4, dSct,NA,NA,NA,NA
833,15.5,1800,27.38,20.38,42.04,7261,100,-999,-999, dSct,0.0156910374674359,2,211.465353375631,52.1997148775256
834,13.9,120,356.2,81.46,343.53,11990,60,4.27,0.09, SPB,26.0954176065797,1034,1371.51958087173,1481.01006129853
835,11.8,1800,27.38,44.98,67.54,3060,250,-999,-999, LPV;MIRA,165676.463947607,2,28.6835748795834,8.63315217402027
836,17,1800,27.38,14.11,175.69,6897,200,-999,-999, RR Lyrae; ab type,NA,NA,NA,NA
837,11.3,1800,54.77,63.67,241.82,5575,200,-999,-999, Trans/Eclipse,36.3436437863567,20,39.7164129558497,24.959595959596
838,11.9,1800,27.38,25.86,94.88,5858,200,-999,-999, Trans/Eclipse,0.264888752619787,1,1.71600171598051,0
839,16.9,1800,27.38,19.65,36.9,7529,263,3.98,0.4, dSct+gDor hybrid,0.00905489882991293,1,15.9841022980558,0
